boro,borough,boardNumber,agencyAcronym,responseId,communityBoardID,isDeleted,policyArea,needGroup,agency,type,need,request,budgetRequestTitle,continuedSupport,explanation,siteSpecific,address,siteOrFacility,siteOnStreet,siteStreetSegmentCrossStreet1,siteStreetSegmentCrossStreet2,siteStreetSegementSide,siteIntersectionStreetName,siteIntersectionStreet1,siteIntersectionStreet2,siteIntersectionCompassDirection,supporter1,supporter2,currentFYAgencyResponse,currentFYAgencyCategoryResponse,currentFYRanking,currentYearID
QN,Queens,2,FDNY,10782,QN2,,Public Safety and Emergency Services,Needs for Emergency Services,Fire Department of New York (FDNY),Expense,FDNY programs and staffing,Expand funding for fire prevention and life safety initiatives,Public safety and fire safety education for Youth,,Offer public safety and fire safety classes to young people living in Community Board 2.,No,,,,,,,,,,,,,"FDNY will continue through its Community Affairs Unit (CAU) to bring more fire safety resources to the community. Consistent, targeted education helps residents understand risks, practice safe behaviors, and respond correctly during emergencies, especially in high-risk and underserved communities.",Agency supports and can accommodate.,1,8239108-10782-2027-QN02-E
SI,Staten Island,2,DPR,10783,SI2,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Capital,"Park, buildings, and access improvements",Other capital budget request for DPR,Blue Lights on Emergency Call Boxes,,"We are seeking funding to install blue-light emergency call boxes in the parks within Staten Island Community Board 2. These devices will provide park visitors with an immediate, direct connection to law enforcement and emergency services, ensuring faster response times during critical situations. By enhancing public safety and security, this initiative will make our community parks safer and more accessible for all residents and visitors.",No,,,,,,,,,,,,,These would fall under NYPD’s jurisdiction. ,Agency supports but cannot accommodate.,2,8239108-10783-2027-SI02-C
MN,Manhattan,10,NYPD,10784,MN10,,Other Needs,Other,New York Police Department (NYPD),Capital,Other Capital Needs,Other capital request for NYPD,Agency Unified court System/ Mayor's Office to Prevent Gun Violence,,We request $5 million dollars. Funds should be allocated to a study that examines the direct connection between poverty and gun violence. Any evidence found could support increased funding for job training programs that provide living wage employment. Warrant expungement and chances to clear summons give opportunities for those who have outstanding warrants or summons to resolve their legal issues giving them a better path to obtain. ,No,,,,,,,,,,,,,This request requires further study.,The agency does not understand the request as written and requires more clarification.,1,8239108-10784-2027-MN10-C
MN,Manhattan,10,DOE,10785,MN10,,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Capital,Educational programs,Other capital budget request for DOE,"Elementary School, Junior High School and Highschool educational support",,"We request $5 million dollars. Fund must be allocated to support in school and afterschool programs for youth. Scholarships, mentors, and a path to keep children focused on school and to excel in their school work while also proving a place for them to be while parents' work. Keep children occupied with the advancement of their own education means less access and exposure to crime or negative experiences on the streets. ",No,,,,,,,,,,,,,THIS IS NOT A BUDGET REQUEST. CONTACT DOE.,Agency does not support and cannot accommodate.,1,8239108-10785-2027-MN10-C
BK,Brooklyn,8,DEP,10786,BK8,,Other Needs,Other,Department of Environmental Protection (DEP),Expense,Other Expense Needs,Other expense request for DEP,Funding for lead testing  and remediation,,"Water service lines connect a building's plumbing to the City's water main in the street. Homeowners are responsible for their service line in its entirety. While water service lines made of lead have been banned since 1961 and the use of lead in household plumbing has been banned since 1987, some older homes (particularly 1-to-4-family homes) may still have lead pipes and fixtures. It is crucial that funding for lead testing and lead pipe remediation be made available to assist  small property owners with keeping their homes safe and lead free. ",No,,,,,,,,,,,,,PLEASE CONTACT THE AGENCY DIRECTLY AND PROMPTLY FOR MORE INFORMATION.,Agency does not support and cannot accommodate.,2,8239108-10786-2027-BK08-E
BK,Brooklyn,8,DOT,10787,BK8,,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Expense,Transportation infrastructure,Provide new bike lanes,Pacific Street Bike Lane,,"Currently, a portion of Pacific Street has a bike lane (Ralph Avenue to Brooklyn Avenue). As calls for an east/west bike corridor on Atlantic Avenue--the only east/west truck route in District 8--grow louder, it is imperative that the bike lane on Pacific Street be extended to Flatbush Avenue to provide a safer corridor on which bikers can travel. ",Yes,,,Pacific Street,Flatbush Avenue,Ralph Avenue,,,,,,,,We will investigate this request but don't have a response at this time. ,Agency does not support and cannot accommodate.,2,8239108-10787-2027-BK08-E
BK,Brooklyn,8,DFTA,10788,BK8,,Health Care and Human Services,Needs for Older NYs,Department for the Aging (DFTA),Expense,Senior center programs,Enhance educational and recreational programs,Financial education programs,,Additional programming needs to be added to OAC's for financial education to help prevent theft and scams. ,No,,,,,,,,,,,,,NYC Aging will need additional funding for this.,Agency supports but cannot accommodate.,7,8239108-10788-2027-BK08-E
BK,Brooklyn,8,DYCD,10789,BK8,,"Youth, Education, and Child Welfare",Needs for Youth and Child Welfare,Department of Youth and Community Development (DYCD),Expense,After school programs,"Provide, expand, or enhance after school programs for elementary school students (grades K-5)","Gaming, Coding, AI",,"Youth without constructive activities tend to fall behind their peers in educational attainment and social quotient. It is imperative that additional programs be made available in those areas that youth are interested in today: gaming, coding, AI, music production, theater, music, arts, etc. More inclusive programming needs to be made available outside of simply focusing on STEM and sports. ",No,,,,,,,,,,,,,"DYCD has begun a three-year, 20,000 seat expansion of the COMPASS afterschool program. ",This request has already been completed.,3,8239108-10789-2027-BK08-E
BK,Brooklyn,8,DYCD,10790,BK8,,"Youth, Education, and Child Welfare",Needs for Youth and Child Welfare,Department of Youth and Community Development (DYCD),Expense,After school programs,"Provide, expand, or enhance after school programs for middle school students (grades 6-8)","Coding, Gaming, AI",,"Youth without constructive activities tend to fall behind their peers in educational attainment and social quotient. It is imperative that additional programs be made available in those areas that youth are interested in today: gaming, coding, AI, music production, theater, music, arts, etc. More inclusive programming needs to be made available outside of simply focusing on STEM and sports. ",No,,,,,,,,,,,,,"DYCD has begun a three-year, 20,000 seat expansion of the COMPASS afterschool program. Program models must incorporate youth choice. ",This request has already been completed.,4,8239108-10790-2027-BK08-E
BK,Brooklyn,8,OMB,10791,BK8,,"Parks, Cultural, and Other Community Facilities",Needs for Community Boards,Office of Management and Budget (OMB),Expense,Community board facilities and staff,Other community board facilities and staff requests,Increase budgets for Community Boards,,Community Board budgets have not had a line increase in over 20 years. CB8 staff is minimal with only two people despite community needs growing. Funding is not available to hire additional staff or even pay for training in emerging industries (like AI and coding languages necessary to navigate Open Data and other city information gathering sites) to keep with the needs of residents. Equipment is becoming obsolete with no funding in site to replace and upgrade. ,No,,,,,,,,,,,,,"As of the FY 2027 Preliminary Budget, each Community Board’s budget is being maintained.",Agency does not support and cannot accommodate.,1,8239108-10791-2027-BK08-E
MN,Manhattan,10,DOHMH,10792,MN10,,Other Needs,Other,Department of Health and Mental Hygiene (DOHMH),Expense,Other Expense Needs,Other expense request for DOHMH,"Harlem Hospital Services (Asthma, Maternal Health, Mental Health)",,"Harlem Hospital Services (Asthma, Maternal Health, Mental Health) for enhanced services, we request $2 million. ",Yes,"506 LENOX AVENUE, New York, NY, USA","HARLEM HOSPITAL CENTER, New York, NY, USA",,,,,,W 145th Street ,Lenox Ave ,,New York City Council Member Yusef Salaam,Manhattan Borough President's Office,"Please direct this request to our sister agency, Health and Hospitals, which oversees Harlem Hospital ",This request has already been completed.,6,8239108-10792-2027-MN10-E
MN,Manhattan,10,DOHMH,10793,MN10,,Health Care and Human Services,Needs for Health Care and Facilities,Department of Health and Mental Hygiene (DOHMH),Expense,Mental health programs,Create or promote programs to de-stigmatize mental health needs and encourage treatment,Community - Based Mental Health Programs,,We request $2 million for Community-Based Mental Health Programs ,No,,,,,,,,,,,New York City Council Member Yusef Salaam,Manhattan Borough President's Office,"DOHMH would like to suggest mental health first aide training, naloxone training and 988 resources ",This request has already been completed.,7,8239108-10793-2027-MN10-E
QN,Queens,2,DPR,10794,QN2,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Capital,"Park, buildings, and access improvements","Provide a new or expanded park or amenity (i.e. playground, outdoor athletic field)",Blissville Veterans Memorial flagpole construction,Continued Support,"Complete the Blissville veteran's memorial, including the flagpole at triangle park at the location of van dam park at the base of the Green point avenue bridge.",No,,,,,,,,,,,,,This project is in construction.,This request has already been completed.,1,8239108-10794-2027-QN02-C
MN,Manhattan,10,DPR,10795,MN10,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Capital,"Park, buildings, and access improvements","Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Jackie Robinson Park - Park,,"Request $3M for Public restroom construction, additional lighting, secure pickleball storage, and site upgrades.",Yes,"85 BRADHURST AVENUE, New York, NY, USA","JACKIE ROBINSON PARK, New York, NY, USA",,,,,,,,,,,Funding is needed to renovate the playgrounds and the public restroom buildings at Jackie Robinson Park. The funding amount needs to be confirmed.,Agency supports but cannot accommodate.,7,8239108-10795-2027-MN10-C
QN,Queens,2,DPR,10796,QN2,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Capital,"Park, buildings, and access improvements","Improve access to a park or amenity (i.e. playground, outdoor athletic field)",Court square reconstruction,Continued Support,Court Square Park revitalization to move the fountain and restore the park in front of the courthouse.,No,,,,,,,,,,,,,This project is in construction.,This request has already been completed.,2,8239108-10796-2027-QN02-C
QN,Queens,2,DCLA,10797,QN2,,"Parks, Cultural, and Other Community Facilities",Needs for Cultural Services,Department of Cultural Affairs (DCLA),Expense,Cultural facilities and resources,Provide more public art,Public Art Installation funding for beautification,,"Additional funding allocated to public art installation costs, including insurance, transport, materials, removal, and storage for beatification efforts.",No,,,,,,,,,,,,,PLEASE CONTACT THE AGENCY DIRECTLY AND PROMPTLY FOR MORE INFORMATION.,Agency does not support and cannot accommodate.,1,8239108-10797-2027-QN02-E
QN,Queens,5,DOE,10798,QN5,,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Capital,Educational programs,Other capital budget request for DOE,Create Additional Childcare Centers,,"CREATE ADDITIONAL CHILDCARE CENTERS  There is a need for additional childcare in District 5, Queens, including Pre-K and 3K Programs, but there is a lack of available programs considering unmet demand for childcare.",No,,,,,,,,,,,,, The agency does not/cannot give priority to funding this request. ,Agency supports but cannot accommodate.,1,8239108-10798-2027-QN05-C
QN,Queens,5,HPD,10799,QN5,,"Housing, Economic Development, and Land Use",Needs for Housing,Housing Preservation and Development (HPD),Capital,Affordable housing programs,Provide more housing for seniors,"Establish a Contextual Senior Housing Residence in District 5, Queens",,"ESTABLISH A CONTEXTUAL SENIOR HOUSING RESIDENCE IN DISTRICT 5, QUEENS  There is a significant need for affordable housing for seniors in Community District 5, Queens. Many older adults have little or no income other than Social Security, and apartment rents are not affordable for many seniors. Senior housing is needed that is in accord with neighborhood building character.",No,,,,,,,,,,,,,HPD will continue to fund the construction of senior housing from the development pipeline to maximize available resources. ,Agency supports and can accommodate.,1,8239108-10799-2027-QN05-C
SI,Staten Island,2,DPR,10800,SI2,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Capital,Park maintenance and safety,New equipment for maintenance,Reconstruction of Staten Island FDR Boardwalk,,"This project requests the reconstruction and comprehensive rehabilitation of the Staten Island FDR Boardwalk, which has deteriorated significantly and now presents multiple safety hazards to the public. Conditions observed include lifted and uneven boards, rotted or weakened wood, exposed nails, surface holes, and unstable walking areas. These hazards impede safe access for pedestrians, joggers, bicyclists, families, and seniors who rely on the boardwalk as a major waterfront recreation space.  The proposed capital project would include replacement of damaged decking, substructure repairs, installation of durable materials, removal of hazardous elements, and improvements to overall structural stability and accessibility.   ",Yes,"642 FATHER CAPODANNO BOULEVARD, Staten Island, NY, USA","FDR BOARDWALK AND BEACH, Staten Island, NY, USA",Father Capodanno Boulevard,Fort Wadsworth,Miller Field,,,,,,,,"The FDR Boardwalk would benefit from a capital upgrade, however the anticipated Army Corps of Engineers project makes this location ineligible for capital investment. Parks has secured funding for a seasonal crew and accompanying supplies to make repairs throughout the busiest season while we await the start of the Army Corps project. These repairs are anticipated to start in 2026.",Agency supports but cannot accommodate.,3,8239108-10800-2027-SI02-C
SI,Staten Island,2,DOT,10803,SI2,,Other Needs,Other,Department of Transportation (DOT),Expense,Other Expense Needs,Other expense request for DOT,Other expense budget request for DPR,,"For the safety of motorists, pedestrians, bicyclists, and the general public, we are requesting funding to implement safety improvements at all speed camera locations to reduce speeding. These improvements include electronic signage displaying current speed versus legal speed, roadway modifications such as rumble strips. Additionally, any speed camera location recording more than 100 violations within a six-month period should be evaluated to determine further corrective actions needed to enhance safety.",No,,,,,,,,,,,,,This matter has been forwarded to DOT's Research Implementation and Safety Unit for further review. Further study is needed before we can confirm if this is request is warranted and can be accommodated DOT-729130-M0P3,Agency does not support and cannot accommodate.,1,8239108-10803-2027-SI02-E
MN,Manhattan,2,DCP,10806,MN2,,Other Needs,Other,Department of City Planning (DCP),Expense,Other Expense Needs,Other expense request for DCP,Review CEQR Process for School Enrollment Projections,,"Allocate funds to review and revise as needed the City Environment Quality Review (CEQR) process for funding, siting, and building new public schools, including with respect to enrollment projections. ",No,,,,,,,,,,,,,"The Department of City Planning collaborates with the DOE and the School Construction Authority (SCA) to create population projections based on student enrollment patterns, neighborhood growth and school capacity. These projections are reviewed and included in each iteration of the SCA's 5-year capital plan. This data is also included within City Environmental Quality Review and is updated every 6 months.",This request has already been completed.,2,8239108-10806-2027-MN02-E
MN,Manhattan,2,Other,10807,MN2,,Other Needs,Other,Other,Expense,Other Expense Needs,Other expense request,Create a City Office of Cannabis Business Services under the Office of the Mayor,,"Allocate funding to establish the Office of Cannabis Business Services as proposed by City Council Int 0285-2022, and with full funding and implementation of the office. CB2M  emphasizes that the Office of Cannabis Business Services should actively work with and support  community boards, local licensees, applicants, elected officials, and city agencies to ensure  equitable participation in the cannabis industry, promote social and economic equity for  communities disproportionately impacted by cannabis prohibition, provide legal, technical, and  financial assistance, and monitor and evaluate the implementation of cannabis regulations across  the City.",No,,,,,,,,,,,,,"The Cannabis NYC office already connects NYC Cannabis entrepreneurs to business training, regulatory guidance, financing support, and location assistance. Since 2023, Cannabis NYC has engaged more than 13,000 individuals through programs and services.    In addition, Cannabis NYC aligns its educational programming with the state’s licensing timelines and the needs of the ancillary business ecosystem supporting medical, adult-use, and hemp markets. Currently, the FastTrac® for Cannabis Entrepreneurs program offers free, 10-week entrepreneurship training—connecting aspiring and established cannabis entrepreneurs to vital education, guidance, and mentorship. Interested individuals can visit nyc.gov/cannabis for more information. SBS also introduced the Cannabis NYC Loan Fund to provide affordable financing for entrepreneurs, building on New York State’s efforts to support this developing industry.",Agency supports and can accommodate.,1,8239108-10807-2027-MN02-E
MN,Manhattan,2,DOHMH,10808,MN2,,Health Care and Human Services,Needs for Health Care and Facilities,Department of Health and Mental Hygiene (DOHMH),Expense,Mental health programs,Create or promote programs to de-stigmatize mental health needs and encourage treatment,"1.	Assign a B-HEARD team to include Community District 2, Manhattan, in its catchment area.",,"CB2 appreciates that the assignment of B-HEARD teams has been in response to those precincts reporting high cases of ""emotionally disturbed persons."" However, the lack of any B-HEARD team in lower or midtown Manhattan relegates thousands to the more intense response by NYPD, which may discourage people from seeking help.  ",No,,,,,,,,,,,,,B-HEARD is currently operated and staffed by FDNY along with Health and Hosptials and we defer to our sister agencies of the Mayor's Office of Community Mental Health (OCMH) for further follow-up ,This request has already been completed.,2,8239108-10808-2027-MN02-E
MN,Manhattan,2,Other,10809,MN2,,Other Needs,Other,Other,Expense,Other Expense Needs,Other expense request,"Mayor's Office of Community Mental Health - Assign a B-HEARD team to include Community District 2, Manhattan, in its catchment area.",,"Assign a B-HEARD team to include Community District 2, Manhattan, in its catchment area.    CB2 appreciates that the assignment of B-HEARD teams has been in response to those precincts reporting high cases of ""emotionally disturbed persons."" However, the lack of any B-HEARD team in lower or midtown Manhattan relegates thousands to the more intense response by NYPD, which may discourage people from seeking help.   ",No,,,,,,,,,,,,,PLEASE CONTACT THE AGENCY DIRECTLY AND PROMPTLY FOR MORE INFORMATION.,Agency does not support and cannot accommodate.,2,8239108-10809-2027-MN02-E
MN,Manhattan,2,Other,10810,MN2,,Other Needs,Other,Other,Capital,Other Capital Needs,Other capital request,DCAS - Affordable Housing At Gansevoort Square,,"To the Department of Citywide Administrative Services:  Allocate sufficient funds for the conveyance of the portion of Tenth Avenue between Gansevoort and Little West 12th Streets from New York State Department of Transportation to the City in order to de-map Tenth Avenue in that location which increases the floor area, allowing more affordable housing to be developed at Gansevoort Square.",Yes,"559 WEST STREET, New York, NY, USA",Gansevoort Square,,,,,,,,,,,"DCAS assisting DOT and EDC with the acquisition via General Municipal Law 72-H. There was never an expectation that DCAS allocate funds for this, as its not a DCAS project.",Agency supports but cannot accommodate.,1,8239108-10810-2027-MN02-C
MN,Manhattan,2,Other,10811,MN2,,Other Needs,Other,Other,Capital,Other Capital Needs,Other capital request,Build Affordable Housing at 2 Howard Street,,"To the Department of Citywide Administrative Services:  Allocate sufficient funds for the City to pursue and acquire ownership of 2 Howard Street from the federal government for the development of 100% permanently affordable housing, with the Department of Housing Preservation & Development to fund the 100% permanently affordable housing once the site is transferred to City ownership.   This underused, federally-owned parking garage would make an ideal location for affordable housing. CB2 is a strong supporter of affordable housing and believes money allocated to purchase this property and to develop affordable housing on the site would constitute a significant benefit to our District and our City. CB2 calls on the Mayor's Office tand the Department of Citywide Administrative Services to work with the federal government and all federal elected officials to transfer ownership of 2 Howard Street to NYC  HPD for development of 100% permanently affordable housing.  CB2 encourages all parties to consider providing for current federal parking needs in the base of a  new affordable housing building. ",Yes,"2 HOWARD STREET, New York, NY, USA",,,,,,,,,,,,Request does not belong to DCAS. Perhaps HPD.,Agency does not support and cannot accommodate.,2,8239108-10811-2027-MN02-C
BK,Brooklyn,8,DPR,10812,BK8,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Capital,"Park, buildings, and access improvements",Reconstruct or upgrade a building in a park,St. John's Recreation Center,,"St. John's Recreation Center is heavily used. The center can benefit from a complete reconstruction of the facility inclusive of structural rehabilitation, doors, windows, utilities, HVAC, operating systems for pool and center, lighting, accessibility, elevators, program spaces, employee and public spaces, security, circulation, sign and speaker systems, youth safety and resiliency. ",Yes,,St. John's Recreation Center,,,,,,,,,NYC Dept. of Parks and Recreation,,We support the request for improvements to St. John's Recreation Center but do not have capital funding available.,Agency supports but cannot accommodate.,5,8239108-10812-2027-BK08-C
BK,Brooklyn,14,HHC,10813,BK14,,Health Care and Human Services,Needs for Health Care and Facilities,Health and Hospitals Corporation (HHC),Expense,Health care facilities,Other expense budget request for HHC,Maternal Health Disparities,,Develop programs and outreach to address maternal health care disparities through community outreach and medical care services. ,No,,,,,,,,,,,,,The system has made key investments to support maternal health care in Brooklyn and throughout the City. This includes our Maternal Medical Home operating investments along major capital improvements supported by the Brooklyn Borough President.,Agency supports but cannot accommodate.,1,8239108-10813-2027-BK14-E
BK,Brooklyn,8,DPR,10814,BK8,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Capital,"Park, buildings, and access improvements","Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",St. John's Park ballfield,,"Reconstruct ballfield including new drainage and water supply, 3 tier bleachers and seating, bottle filler drinking fountain, security lighting, dugouts, fencing, bollards to regulate access",Yes,,St. John's Park,,,,,,,,,NYC Dept. of Parks and Recreation,,We support the request for improvements to St. John's Park but do not have capital funding available.,Agency supports but cannot accommodate.,18,8239108-10814-2027-BK08-C
BK,Brooklyn,8,DPR,10815,BK8,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Capital,"Park, buildings, and access improvements","Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",St. John's Park Multi-Sport Field,,"Reconstruct multi-sport field with synthetic turf including new drainage and water supply, 3 tier bleachers and seating, bottle filler drinking fountain, security lighting, dugouts, fencing, bollards to regulate access  ",Yes,,St. John's Park ,,,,,,,,,NYC Dept. of Parks and Recreation,,We support the request for improvements to St. John's Park but do not have capital funding available.,Agency supports but cannot accommodate.,17,8239108-10815-2027-BK08-C
BK,Brooklyn,8,DPR,10816,BK8,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Capital,"Park, buildings, and access improvements",Other capital budget request for DPR,Mount Prospect Park Fences and Curbs,,Replace all fences and curbs,Yes,,Mount Prospect Park Restroom,,,,,,,,,NYC Dept. of Parks and Recreation,,We support the request to replace curbs and fencing within Mount Prospect Park but do not have capital funding available.,Agency supports but cannot accommodate.,20,8239108-10816-2027-BK08-C
BK,Brooklyn,8,DPR,10817,BK8,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Capital,"Park, buildings, and access improvements","Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Mount Prospect Park Playground,,"Reconstruct playground Including play equipment for all ages and abilities, safety surface, pavement, drainage, water supply, interactive spray shower, fences, security lighting, benches, seating landscaping. Replace flagpole with 20' aluminum pole. Correct drainage and grading conditions",Yes,,"MOUNT PROSPECT PARK, Brooklyn, NY, USA",,,,,,,,,NYC Dept. of Parks and Recreation,,We support the request for improvements to the playground at Mount Prospect Park but do not have capital funding available.,Agency supports but cannot accommodate.,19,8239108-10817-2027-BK08-C
SI,Staten Island,2,DOE,10818,SI2,,Other Needs,Other,Department of Education (DOE),Expense,Other Expense Needs,Other expense request for DOE,School Safety Metal Detector Installation Proposal,,"To strengthen the safety and security of our district schools, we are requesting funding for metal detectors in grades 6-12 and high school buildings. These devices will help prevent prohibited items from entering our facilities and enhance overall campus safety.",No,,,,,,,,,,,,,PLEASE CONTACT THE AGENCY DIRECTLY AND PROMPTLY FOR MORE INFORMATION.,Agency does not support and cannot accommodate.,1,8239108-10818-2027-SI02-E
SI,Staten Island,2,DOE,10819,SI2,,Other Needs,Other,Department of Education (DOE),Expense,Other Expense Needs,Other expense request for DOE,Front Entrance Surveillance Enhancement,,"Requesting funding for front-door security cameras.  These cameras will provide real-time monitoring and recorded footage of all entry allowing staff to quickly identify and respond to potential security concerns.  In addition, the recorded footage will support investigations of incidents and help a safe environment for students, staff, and visitors.",No,,,,,,,,,,,,,PLEASE CONTACT THE AGENCY DIRECTLY AND PROMPTLY FOR MORE INFORMATION.,Agency does not support and cannot accommodate.,2,8239108-10819-2027-SI02-E
BK,Brooklyn,14,NYCTA,10822,BK14,,Transportation and Mobility,Needs for Transit Services,New York City Transit Authority (NYCTA),Expense,Transit service,Expand bus service frequency or hours of operation,Address overcrowded buses,,"Assess use of busses and add to routes, especially morning commutes.",No,,,,,,,,,,,,,PLEASE CONTACT THE AGENCY DIRECTLY AND PROMPTLY FOR MORE INFORMATION.,Agency does not support and cannot accommodate.,1,8239108-10822-2027-BK14-E
BK,Brooklyn,14,NYCTA,10823,BK14,,Transportation and Mobility,Needs for Transit Services,New York City Transit Authority (NYCTA),Expense,Transit service,"Improve subway station or train cleanliness, safety and maintenance",Newkirk Plaza,,"It took years to convince DOT to accept Newkirk Plaza into the pedestrian plaza program. It took another year for DOT lawyers and MTA lawyers to compose an agreement. It has now taken another year for MTA to conduct the necessary engineering study prior to implementing the agreement. It's a slap in the face of the community that the MTA is simultaneously trying to engage in support of the IBX plan. Additionally, MTA would not let a local CBO improve the Newkirk Plaza station house with a mural because they claimed that station houses have to be identifiable as such. However, the station house is filthy and covered in graffiti - why would this be considered more identifiable. If MTA is not taking care of the assets currently in our community, why would they expect the community to welcome the new assets that come along with the IBX? They should expect a great deal of skepticism if not anger and dismay.",Yes,,Newkirk Plaza,,,,,,,,,CM Farah Louis,Flatbush Development Corp,PLEASE CONTACT THE AGENCY DIRECTLY AND PROMPTLY FOR MORE INFORMATION.,Agency does not support and cannot accommodate.,2,8239108-10823-2027-BK14-E
BK,Brooklyn,2,BPL,10824,BK2,,"Parks, Cultural, and Other Community Facilities",Needs for Library Services,Brooklyn Public Library (BPL),Expense,"Library facilities, equipment and programs",Extend library hours or expand and enhance library programs,Extended Library Operating Hours,,"BKCB2 recommends increased funding for our 6 Brooklyn Public Library branches to 1) facilitate extended 8pm daily closures at all locations, and 2) permanent Sunday service hours at the 5 locations without: Adams Street, Center for Brooklyn History, Clinton Hill, Walt Whitman, and the Library for Arts & Culture.  Public libraries are one of our most democratizing institutions, and offer vital community services like computer and internet access, and free educational and enrichment programs for all ages. Our public libraries should be open on evenings and weekends to provide equitable access to safe and inclusive spaces for students, adults who work traditional 9-to-5 jobs, and seniors seeking community and social connection. Expanded access ensures libraries can fulfill their role as a public good accessible to all.",No,,,,,,,,,,,,,Brooklyn Public Library supports increased operational funding to equitably expand branch hours and branch programming.,Agency supports but cannot accommodate.,1,8239108-10824-2027-BK02-E
BK,Brooklyn,2,DCAS,10825,BK2,,"Parks, Cultural, and Other Community Facilities",Needs for Community Boards,Department of Citywide Administrative Services (DCAS),Capital,Community board facilities and staff,"Renovate, upgrade or provide new community board facilities and equipment",District Office Infrastructure Investments,,"BKCB2 recommends a comprehensive assessment of our operating and technical needs, and a commensurate increase in our baseline operating budget. There has been no Citywide assessment of Community Board technical needs since Windstream acquired PAETEC's municipal contracts in 2011. Windstream has consistently failed to provide reliable phone and internet service or equipment since beginning bankruptcy proceedings in 2019. This is just one example of widespread underinvestment in the basic needs of Community Board operations.  A recurring theme expressed by our City agency partners across all of this year's Borough Budget Consultations was, """"We are budgeted to address [X program/concern], but we need more support with direct local outreach."""" The general public is also increasingly expectant that government offices utilize modern tools and offer digital connectivity. As the most local unit of nonpartisan City government, Community Boards need an infusion of infrastructure, equipment, and staff support to meet modern challenges, effectively partner with City agencies, efficiently serve our residents, and support greater community engagement.  The scope of assessment and investment must include basic office and field equipment updates; a survey of phone, internet, and broadcasting infrastructure and gaps; a survey of staff training and upskilling needs; and baselining of fundamental SaaS tools including design and communication (newsletter) software, and news, database, and research subscriptions.   To be clear, this requires a significant periodic investment above our extremely modest $13-$15k average annual OTPS allotment. We recommend commitment to a 4-year cycle of regular operational and technical assessments and upgrades.",Yes,"350 JAY STREET, Brooklyn, NY, USA","BROOKLYN COMMUNITY BOARD 2, Brooklyn, NY, USA",,,,,,,,,,,This is not a DCAS request.,Agency does not support and cannot accommodate.,1,8239108-10825-2027-BK02-C
BK,Brooklyn,2,DHS,10827,BK2,,Health Care and Human Services,Needs for Homeless,Department for Homeless Services (DHS),Expense,Services for the homeless,Expand street outreach,More Mobile Street Outreach for Unhoused Residents,,"BKCB2 recommends increased funding for DHS Joint Command Center (JCC) services. While our District accounts for a relatively modest percent of the Citywide shelter population, our central location, density of municipal services, and high accessibility to transit and public spaces leads to more concentration, visibility, and often violent interactions.",No,,,,,,,,,,,,,"Street outreach services are available 24/7, 365 days a year. By calling 311 or using the 311 app when a homeless individual appears to be in need of assistance, any New Yorker can dispatch an outreach team to that person and help them move indoors. Funding for street outreach has more than doubled in recent years.",Agency supports but cannot accommodate.,1,8239108-10827-2027-BK02-E
BK,Brooklyn,2,DOT,10828,BK2,,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,Other transportation infrastructure requests,BQE Streamline Plan Feasibility Study,,"BKCB2 recommends funding for a feasibility study of the Mark Wouters ""Streamline Plan"" for BQE Central reconstruction which leaves the Promenade and Brooklyn Bridge Park intact, repurposes the existing retaining wall for faster and less construction, and allows two lanes of traffic in each direction throughout construction.",No,,,,,,,,,,,,,DOT is exploring design options and will report back to the community board once we have more information. ,Agency does not support and cannot accommodate.,1,8239108-10828-2027-BK02-C
