boro,boardNumber,agencyAcronym,responseId,communityBoardID,policyArea,needGroup,agency,type,need,request,budgetRequestTitle,continuedSupport,explanation,siteSpecific,siteAddress,siteSiteName,siteFacilityName,siteCrossStreet1,siteCrossStreet2,siteOnStreet,siteStreetSegmentCrossStreet1,siteStreetSegmentCrossStreet2,siteStreetSegementSide,siteIntersectionStreetName,siteIntersectionStreet1,siteIntersectionStreet2,siteIntersectionCompassDirection,currentFYRanking
Manhattan,1,DOT,3103,MN1,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,Pilot education/enforcement activities to reduce human powered and electrically propelled bicycle riding on sidewalks and in dense crowds of pedestrians.,No,,,,,,,,,,,,,,15
Manhattan,1,DOT,3104,MN1,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,"People with low or no vision have difficulty knowing when the traffic signals change, hence when it is safe to cross the street. Auditory signals that can inform people with low vision should be added to the intersections along Centre St, especially by government buildings so that they can safely participate in government related activities along that very busy road.",No,,,,,,,,,,,,,,17
Manhattan,1,DOT,3105,MN1,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,Pedestrians need to cross both streets and on-ramps/off-ramps to the FDR/Brooklyn Bridge to travel north/south on Pearl Street. Some of the pedestrian crossings beneath the Brooklyn Bridge on Pearl Street are unmarked and the signaling can be unclear. Pedestrians also share their crossing time with vehicles turning onto the on-ramps. There were 4 crashes reported in this stretch of roadway between August 2020-2021.,No,,,,,,,,,,,,,,20
Manhattan,1,DOT,3106,MN1,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,Fund NYCs portion of any redesign and reconstruction of South End Avenue in Battery Park City.,Yes,,South End Avenue,,Liberty Street,West Thames Street,,,,,,,,,28
Manhattan,1,DOT,3107,MN1,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,Build out a mid block crosswalk that serve P.S.89/I.S. 289 with additional signage at a minimum.,No,,,,,,,,,,,,,,31
Manhattan,1,DOT,3108,MN1,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,"Perform a safety study of the intersection of Albany Street and West Street, which should include whether crossing guards, audible signals, or other safety enhancements are necessary for this intersection.",Yes,, Albany Street,,West Street,,,,,,,,,,32
Manhattan,1,DOT,3109,MN1,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,"When the Rector Street pedestrian bridge across West St (RT 9) was removed, some residents with low or no vision requested that the traffic light at Albany and West St be made accessible to them. Adding an auditory signal at that corner is requested to allow those residents to recover the independence that they lost when the bridge was removed without having to walk to W Thames St.",No,,,,,,,,,,,,,,36
Manhattan,1,DOT,3110,MN1,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,"Fund additional intergovernmental coordinate to expedite the proposed intersection safety improvements that resulted from the study of Route 9A (West Street) traffic patterns from 59th Street to Battery Place, focusing on pedestrian and vehicular interaction.",No,,,,,,,,,,,,,,50
Manhattan,1,DOT,3111,MN1,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,"Implement traffic calming measures at ALL school zones, including but not limited to well marked and easily visible signage, colorful pavement, reduced speed limits and traffic lights.  ",No,,,,,,,,,,,,,,55
Manhattan,1,DOT,3112,MN1,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",Continued Support,A new school under construction at 42 Trinity lacks adequate outdoor gathering space and a safe place designated for buses to stop and let children on and off. Funds are needed to complete the Edgar Street project to close a lane and create an expanded sidewalk or pedestrian area on the south side of the school. Planning and approval of the needed bus stops are also requested that will accommodate the children before and after school.,No,,,,,,,,,,,,,,
Manhattan,4,DOT,3113,MN4,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,"Per DOT commitment , Complete installation of islands in permanent concrete structures (10th and 11th Avenues) 10th Avenue: 3 islands - From West 52 Street to West 60 Street. 11th Avenue: West 58 Street and West 59 Street, 2 concrete median islands",No,,,,,,,,,,,,,,6
Manhattan,5,DOT,3114,MN5,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,"Construct Avenue Sidewalk Widenings in the Garment District. The Garment District’s Seventh and Eighth Avenue pedestrian corridors must be constructed as true sidewalk widenings.  This would make them more safe, attractive, accessible, long-lasting, less likely to be encroached on by vehicles, and would eliminate the war zone-like concrete barriers.    Over the last five years, NYCDOT converted lanes of roadbed on Seventh Avenue and Eighth Avenue into temporary painted pedestrian corridors, delineated by planters and large concrete barriers.  In just a short time, these temporary projects have deteriorated, and have disappeared entirely in some sections.",Yes,,,garment District 7th and 8th ave,,,,,,,,,,,19
Manhattan,5,DOT,3115,MN5,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,"Provide capital funding to transform Restaurant Row (46th Street between 8th and 9th Avenues) into a safer, better functioning shared street",Yes,46th st between 8-9th ave,,'Restaurant Row',,,,,,,,,,,21
Manhattan,5,DOT,3116,MN5,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,Permanently widen the sidewalks on Seventh Avenue within the Garment District,Yes,7th Ave,,Garment District,,,,,,,,,,,22
Manhattan,5,DOT,3117,MN5,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,Shared Street: Additional funding will be needed for Phase 2 of shared street permanent construction - 27th Street to 32nd Street,Yes,27-32nd st Broadway,,Flatiron/Nomad Partnership ,,,,,,,,,,,24
Manhattan,6,DOT,3118,MN6,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,"We request automatic walkway counters at strategic locations throughout Manhattan Community District 6 (CD6) that would collect counts for pedestrians and cyclists. This data is valuable for multi-modal planning in CD6 for pedestrians and cyclists, specifically for projects relating to the new Green Wave initiative and other system improvements in CD6. Ideal counters would be able to differentiate between cyclists and pedestrians and distinguish the direction of users. Data would then be made available to CB6 through regular reports. A permanent walkway counter would allow for the collection of data year-round, making it easier to understand total use and identify trends over time.",No,,,,,,,,,,,,,,23
Manhattan,7,DOT,3119,MN7,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,install raised pedestrian crossing on roadway on Broadway from 72nd to 96th street to protect pedestrians from traffic,No,,,,,,,,,,,,,,12
Manhattan,7,DOT,3120,MN7,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,"Repair or replace curb cuts and resurface the roadway in crosswords to accommodate the mobility challenges on all crosswalks on Columbus, Amsterdam and West End Avenues",No,,,,,,,,,,,,,,13
Manhattan,7,DOT,3121,MN7,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,Install new traffic lights and adjust timing on traffic signals in high volume intersections.,No,,,,,,,,,,,,,,14
Manhattan,8,DOT,3122,MN8,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,Install crosstown bike lanes approximately every 10 blocks between 60th Street and 110th Street on both sides of Central Park and a two-way protected bikeway around Central Park.,No,,,,,,,,,,,,,,10
Queens,1,DOT,3123,QN1,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,"Steinway Street is the longest outdoor Shopping Center in the country. The blocks are disproportionally longer than city blocks. Steinway Street requires streetscape improvements. With these improvements, it will enhance connectivity to the local merchants. These improvements will also provide safe passage through out the business district for shoppers. Streetscape improvements should include concrete curb extensions Steinway St, Newtown Rd &30 Ave at mid block signals and corners. A build out of green spaces is also required to create a healthier environment locations are Municipal Parking Lot #2 and Steinway Landmark Clock. This has been started and a portion completed.  The project must be fully completed.",Yes,,Steinway Street,,30th Avenue,30th Avenue,,,,,,,,,14
Queens,2,DOT,3124,QN2,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,Capital funding for NYC DOT to implement cut throughs on Jackson Avenue Medians to allow more pedestrian crossings and safer conditions in the Court Square area.,No,,,,,,,,,,,,,,44
Queens,4,DOT,3125,QN4,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",Continued Support,Requesting that a traffic study be reconducted in the area of National & 102nd street between 43rd Ave to Corona Avenue. DOT has made changes to the traffic signal pattern along this stretch of roads. We want to express our thanks for that. We would ask that DOT conduct a study to see if this has relieved the longstanding speeding issues here,Yes,,Both 102 Street and National Street,,Corona Ave,Corona Ave,,,,,,,,,
Queens,5,DOT,3126,QN5,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,"MAKE CAPITAL IMPROVEMENTS TO IMPROVE PEDESTRIAN AND VEHICLE SAFETY ON GRAND AVENUE AT 69 STREET, AT THE GRAND AVENUE/LIE EASTBOUND SERVICE ROAD, AND AT THE 69 STREET/LIE SERVICE ROAD INTERSECTIONS IN MASPETH     Studies have been conducted but physical improvements have still not been performed to improve pedestrian and vehicular safety at several Maspeth intersections. The most dangerous of these are: Grand Avenue at 69th Street, Grand Avenue at the LIE Eastbound Service Road and 69th Street at the LIE Service Roads.",Yes,,Grand Ave,,69th Street,69th Street,,,,,,,,,4
Queens,7,DOT,3127,QN7,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,Ancillary airport road from 23rd Ave &   Linden Pl.across Flushing airport to intersection of 20th Ave & 132nd St. (see continued support #1) DOT-The majority of recommendations for the 1998 traffic study have been implemented including the free-flowing U-turns under the Whitestone Expwy at Linden Pl. A U-turn at College Point Blvd. an extension of Linden Place to 23rd Ave 10/5/22 the remaining project is the extension of 132nd St. betw 20th & 23rd Aves. which is funded & managed by EDC. DOT recommends removing this request since the remaining project is funded & being managed by that agency. CB 7 continue funding support for this request. (1987),Yes,, 23rd Avenue/Linden Blvd,College Point Corporate Park,to intersection of 20th Ave &132nd Street,to intersection of 20th Ave &132nd Street,,,,,,,,,11
Queens,12,DOT,3128,QN12,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,New street lights to be installed at the corner of Archer Ave and 153 Street,No,,,,,,,,,,,,,,12
Queens,12,DOT,3129,QN12,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,"Grading 197th Street, between 118th Ave and 119th Ave, is necessary because after any rain the accumulation of water prevents homeowners from exiting and entering the street.  The water stays for days in font of their homes.  Mosquitoes and flies gather at the end of the street and a foul odor is also noted.  ",No,,,,,,,,,,,,,,13
Queens,12,DOT,3130,QN12,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,Construct curbs along 116th Road between 194th St and 195th St. in St. Albans.  ,No,,,,,,,,,,,,,,26
Queens,12,DOT,3131,QN12,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",Continued Support,"there is no turnoff from Basiley to Linden Blvd. All traffic has to go down Baisley to Farmers Blvd.  to get to Linden Blvd.  There are two schools in this area (St. Catherius and PS 36), plus there are many small children that live an d play in this area, traffic is constant and heavy.  The children are at risk.  There have been a few accidents.  This would remove some of the traffic and insure a safer crossing fir children and seniors in the community.",Yes,,Basiley Blvd,,Linden Blvd,Linden Blvd,,,,,,,,,
Staten Island,1,DOT,3132,SI1,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",, Purchase the Augustinian property at Clove and Howard to ease congestion on Clove and provide pedestrian safety on Howard Avenue. - To make it safe for students to walk to school and to ease the terrible congestion on Clove Road.,No,,,,,,,,,,,,,,12
Staten Island,1,DOT,3133,SI1,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,Reconfigure the intersection of Innis Street and Nicholas Avenue  - There have been multiple pedestrian accidents here.  It is dangerous.,No,,,,,,,,,,,,,,22
Staten Island,1,DOT,3134,SI1,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",," Install smart lights, sequential signals and turning lanes. - To move traffic safely at major intersections, high pedestrian crossings, schools and business areas. All areas of the North Shore.",No,,,,,,,,,,,,,,23
Staten Island,1,DOT,3135,SI1,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming","Improve traffic and pedestrian safety, including traffic calming",,"Improve traffic and pedestrian safety, including traffic calming - The destruction of Bank Street for the now demised NY Wheel has created traffic chaos on Richmond Terrace and Jersey Street.",Yes,,,Bank Street,,,,,,,,,,,34
Bronx,1,DPR,3136,BX1,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Expense,Park programming,Improve the quality/staffing of existing programs offered in parks or recreational centers,Improve the quality/staffing of existing programs offered in parks or recreational centers,,Continue funding 18 permanent staff at St. Mary's Recreational Center.    This newly renovated center requires permanent staffing to maintain and provide services to our youth as well as our adult population.,Yes,,,St. Mary's Recreational Center,,,,,,,,,,,7
Bronx,5,DPR,3137,BX5,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Expense,Park programming,Improve the quality/staffing of existing programs offered in parks or recreational centers,Improve the quality/staffing of existing programs offered in parks or recreational centers,,Hire Parks Recreation Specialist-Consider Seasonal Hires for Cost Containment.  Our parks and playgrounds are in dire need of adequate staff with which to provide recreational activities for the tens of thousands of young people using our parks. We presently have only one recreation staff person for all our parks and playgrounds.,No,,,,,,,,,,,,,,7
Queens,12,DPR,3138,QN12,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Expense,Park programming,Improve the quality/staffing of existing programs offered in parks or recreational centers,Improve the quality/staffing of existing programs offered in parks or recreational centers,,Increase the Staff of the Department's Forestry Division.  Our ongoing residential construction projects plans for individual trees on our streets. Unfortunately the existing street trees are not pruned or maintained. Forestry has been cut back drastically and our trees have suffered since then. We need at least a doubling of the forestry staff to do minimal pruning and tree removal. The backlog is a disgrace.,No,,,,,,,,,,,,,,5
Queens,4,HRA,3139,QN4,Health Care and Human Services,Needs for Low Income NYs,Human Resources Administration (HRA),Expense,Services for vulnerable New Yorkers,Improve the delivery of emergency food and shelter in case of a disaster,Improve the delivery of emergency food and shelter in case of a disaster,,"Local Law Int 2057 - 2020 is a Local Law that requires relevant city agencies to develop a plan ensuring that students have access to school meals during emergency situations. During the Covid-19 pandemic, it was clear that food insecurity within our communities is very much an issue. Many of our households depended very highly on food pantries to sustain them. Our students however were/ and still are in need of daily meals as they would normally receive during normal school hours. Funding should be allocated not only to address these issues during emergencies, but throughout the year as food insecurity is not temporary.",No,,,,,,,,,,,,,,26
Bronx,7,NYCTA,3140,BX7,Transportation and Mobility,Needs for Transit Services,New York City Transit Authority (NYCTA),Expense,Transit service,"Improve subway station or train cleanliness, safety and maintenance","Improve subway station or train cleanliness, safety and maintenance",,"Major cleaning and rehabilitation are needed at the B, D and 4 subway lines within District 7.",No,,,,,,,,,,,,,,17
Bronx,9,NYCTA,3141,BX9,Transportation and Mobility,Needs for Transit Services,New York City Transit Authority (NYCTA),Expense,Transit service,"Improve subway station or train cleanliness, safety and maintenance","Improve subway station or train cleanliness, safety and maintenance",,"The Parkchester 6 line Train Station was renovated a few years ago. We have seen some issues with graffiti, station cleanliness and bathroom maintenance. The escalator, windows, lamps, etc need to be cleaned periodically. The escalator looks like its never been cleaned. We want to make sure this stations beauty is maintained.",Yes,,,Parkchester Train Station,,,,,,,,,,,12
Brooklyn,9,NYCTA,3142,BK9,Transportation and Mobility,Needs for Transit Services,New York City Transit Authority (NYCTA),Expense,Transit service,"Improve subway station or train cleanliness, safety and maintenance","Improve subway station or train cleanliness, safety and maintenance",,"Increasing the frequency of cleaning the subway tracks and stations should help with  the current littering problem on the tracks and stations, as well as the infestation of rodents.",No,,,,,,,,,,,,,,16
Brooklyn,9,NYCTA,3143,BK9,Transportation and Mobility,Needs for Transit Services,New York City Transit Authority (NYCTA),Expense,Transit service,"Improve subway station or train cleanliness, safety and maintenance","Improve subway station or train cleanliness, safety and maintenance",,"Increasing the frequency of cleaning the subway tracks and stations should help with the current littering problem on the tracks and stations, as well as the infestation of rodents. ",Yes,,,All CB9 Train Stations,,,,,,,,,,,25
Brooklyn,9,NYCTA,3144,BK9,Transportation and Mobility,Needs for Transit Services,New York City Transit Authority (NYCTA),Expense,Transit service,"Improve subway station or train cleanliness, safety and maintenance","Improve subway station or train cleanliness, safety and maintenance",,"The Parkside Avenue Q Station needs to be upgraded, cleaned and modernized as it sees a significant amount of foot traffic. ",Yes,,,Parkside Ave Q Train Station,,,,,,,,,,,52
Brooklyn,15,NYCTA,3145,BK15,Transportation and Mobility,Needs for Transit Services,New York City Transit Authority (NYCTA),Expense,Transit service,"Improve subway station or train cleanliness, safety and maintenance","Improve subway station or train cleanliness, safety and maintenance",,"Transit should have a designated maintenance crew responsible for cleaning the exterior entrances of all transit stations. Our underpass at Sheepshead Bay is a chronic mess, as is Avenue U and Kings Highway. Avenue X and McDonald Avenue is extremely filthy.",No,,,,,,,,,,,,,,29
Brooklyn,17,NYCTA,3146,BK17,Transportation and Mobility,Needs for Transit Services,New York City Transit Authority (NYCTA),Expense,Transit service,"Improve subway station or train cleanliness, safety and maintenance","Improve subway station or train cleanliness, safety and maintenance",,Complaints of restaurants in the area dumping refuse and grease into subway gratings along Nostrand Avenue. Programs/fines must be in place for persons caught in the act. ,Yes,,District Wide,,,,,,,,,,,,20
Manhattan,10,NYCTA,3147,MN10,Transportation and Mobility,Needs for Transit Services,New York City Transit Authority (NYCTA),Expense,Transit service,"Improve subway station or train cleanliness, safety and maintenance","Improve subway station or train cleanliness, safety and maintenance",,0,No,,,,,,,,,,,,,,5
Queens,6,NYCTA,3148,QN6,Transportation and Mobility,Needs for Transit Services,New York City Transit Authority (NYCTA),Expense,Transit service,"Improve subway station or train cleanliness, safety and maintenance","Improve subway station or train cleanliness, safety and maintenance",,This request is for additional funding for routine subway station cleaning & maintenance in CB6.   ,No,,,,,,,,,,,,,,14
Queens,6,DSNY,3149,QN6,"Core Infrastructure, City Services, and Resiliency",Needs for Sanitation Services,Department of Sanitation (DSNY),Expense,Snow removal,Improve snow removal,Improve snow removal,,This is a request for funding the hiring of laborers to ensure the timely removal of snow/ice from sidewalks/crosswalks/bike lanes in the district. The crosswalks on Queens Blvd are a specific problem area after significant snow storms. ,No,,,,,,,,,,,,,,25
Brooklyn,14,DHS,3150,BK14,Health Care and Human Services,Needs for Homeless,Department for Homeless Services (DHS),Expense,Services for the homeless,Improve safety at homeless shelters,Improve safety at homeless shelters,,"The men's shelter that opened in CD14 in 2023 has created a number of community concerns. Security, including perimeter patrols are not addressing the complaint that individuals are entering private property, defecating in the street, engaging in substance use, and locking shopping carts to fences. Interactions between shelter residents and residents of the adjacent supportive housing facility have not been positive for the clients or the community. BVSJ - the contractor has failed to establish a Community Advisory Board. The impacts of this shelter are far worse than anticipated and funding to ensure adequate support, programing and safety is urgently needed. ",No,,,,,,,,,,,,,,7
Manhattan,6,DHS,3151,MN6,Health Care and Human Services,Needs for Homeless,Department for Homeless Services (DHS),Expense,Services for the homeless,Improve safety at homeless shelters,Improve safety at homeless shelters,,"Due to budget cuts, DHS Police was cut from many shelters in our district in favor of private security. Since then, CB6 has heard about uneven results from private security the City has contracted with, including when it comes to matters such as keeping the shelters safe and de-escalation tactics. ",No,,,,,,,,,,,,,,8
Queens,10,DHS,3152,QN10,Health Care and Human Services,Needs for Homeless,Department for Homeless Services (DHS),Expense,Services for the homeless,Improve safety at homeless shelters,Improve safety at homeless shelters,,"Support for additional security, recreation and added programs.  To ensure agency resources are sufficient to fulfill agency mission",No,,,,,,,,,,,,,,29
Bronx,7,NYCHA,3153,BX7,"Housing, Economic Development, and Land Use",Needs for Housing,New York City Housing Authority (NYCHA),Expense,"Public housing maintenance, staffing and management",Improve public housing maintenance and cleanliness,Improve public housing maintenance and cleanliness,,Provide personnel to maintain the common spaces and sidewalks around the building. NYCHA residents deserve to have a clean environment.,Yes,2663 Heath Avenue,,Bailey Houses,,,,,,,,,,,16
Brooklyn,2,NYCHA,3154,BK2,"Housing, Economic Development, and Land Use",Needs for Housing,New York City Housing Authority (NYCHA),Expense,"Public housing maintenance, staffing and management",Improve public housing maintenance and cleanliness,Improve public housing maintenance and cleanliness,,"We need a real commitment to proactive repairs and timely maintenance for our NYCHA communities (Atlantic, Farragut, Ingersoll, Whitman), including repairs to interior and exterior  locks to increase public safety, and more regular and timely elevator repairs to maintain full accessibility. Safe and clean home environments create more stability and psychological safety which leads to happier and more secure communities. An overwhelming 91.1% of public survey respondents across all 5 zip codes agree that this is a Top priority for increased funding in our Community District, across all categories of NYCHA programs and services.  ",No,,,,,,,,,,,,,,1
Brooklyn,8,NYCHA,3155,BK8,"Housing, Economic Development, and Land Use",Needs for Housing,New York City Housing Authority (NYCHA),Expense,"Public housing maintenance, staffing and management",Improve public housing maintenance and cleanliness,Improve public housing maintenance and cleanliness,,"All NYCHA developments should be equipped with containers for garbage storage since maintenance staff currently places garbage curbside multiple times per day. This leads to curbs of NYCHA developments always having garbage outside, which is unsightly and unsanitary, and contributes to the growing vermin (rats and roaches) epidemic in the District. Containerized collection will provide a place to house garbage until pickup day.",No,,,,,,,,,,,,,,11
Brooklyn,9,NYCHA,3156,BK9,"Housing, Economic Development, and Land Use",Needs for Housing,New York City Housing Authority (NYCHA),Expense,"Public housing maintenance, staffing and management",Improve public housing maintenance and cleanliness,Improve public housing maintenance and cleanliness,,The poor upkeep of the William Ried Houses is well known.   Requests for repairs are usually met with rebuke by the local managing agent.  Soot left by a fire last year lingered on the wall for weeks until the intervention of NYS Senator Zellnor Y. Myrie.  NYCHA needs to increase funding to complete repairs and increase monitoring to insure that repairs tickets are not simply closed out. ,Yes,718 East New York Avenue,East New York Avenue,William Reid Apartments,,,,,,,,,,,8
Brooklyn,15,NYCHA,3157,BK15,"Housing, Economic Development, and Land Use",Needs for Housing,New York City Housing Authority (NYCHA),Expense,"Public housing maintenance, staffing and management",Improve public housing maintenance and cleanliness,Improve public housing maintenance and cleanliness,,"We have been receiving an influx of calls from NYCHA's Sheepshead-Nostrand Houses located in our district because of unreasonably long waits for repairs--including broken front doors, broken ovens and other appliances, plumbing issues and generally unsanitary living conditions. The maintenance system in public housing is broken, the prolonged waits are unacceptable. Additional on-site maintenance crews are needed to expedite the warrant of habitability.",Yes,3004 Avenue V,Avenue V,Sheepshead / Nostrand Houses,,,,,,,,,,,21
Manhattan,8,NYCHA,3158,MN8,"Housing, Economic Development, and Land Use",Needs for Housing,New York City Housing Authority (NYCHA),Expense,"Public housing maintenance, staffing and management",Improve public housing maintenance and cleanliness,Improve public housing maintenance and cleanliness,,"There are over 1,100 open work orders at Holmes Towers and 1,500 open work orders at Isaacs Houses. Residents of NYCHA houses in our district have requested an Increase frequency of extermination services in apartments in need and provide more rat traps on the grounds of NYCHA housing. Provide more health and building inspectors for NYCHA facilities, in particular related to lead, mold, and bedbugs.",Yes,,,Isaacs Houses/Holmes Towers,,,,,,,,,,,8
Manhattan,10,NYCHA,3159,MN10,"Housing, Economic Development, and Land Use",Needs for Housing,New York City Housing Authority (NYCHA),Expense,"Public housing maintenance, staffing and management",Improve public housing maintenance and cleanliness,Improve public housing maintenance and cleanliness,,"Improve public housing maintenance and cleanliness	Greater oversight of maintenance issues; more rapid response to maintenance requests",No,,,,,,,,,,,,,,15
Brooklyn,8,DOT,3160,BK8,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,"Improve mobility options, including bike share and car share","Improve mobility options, including bike share and car share",,"As more people become interested in bike share programs like Citi Bike in the city, and as the Citi Bike fleet continues to grow and expand, it is crucial that helmet sharing options match the fleet. Each station should be equipped with a helmet rental locker to keep riders safe.",No,,,,,,,,,,,,,,20
